item_id,item_name,gold_value,system,sub_system,is_special,hero_rate,item_type
12057,光·德川家康UR(召唤卡),60000,武将,召唤卡,,0,once
12058,光·丰臣秀吉UR(召唤卡),60000,武将,召唤卡,,0,once
12059,光·上杉谦信UR(召唤卡),60000,武将,召唤卡,,0,once
12060,光·武田信玄UR(召唤卡),60000,武将,召唤卡,,0,once
12061,茶茶SSR(召唤卡),10000,武将,召唤卡,,0,once
12062,立花宗茂SSR(召唤卡),10000,武将,召唤卡,,0,once
12063,森兰丸SSR(召唤卡),10000,武将,召唤卡,,0,once
12064,望月千代女SSR(召唤卡),10000,武将,召唤卡,,0,once
12065,小早川隆景SSR(召唤卡),10000,武将,召唤卡,,0,once
12066,佐佐木小次郎SSR(召唤卡),10000,武将,召唤卡,,0,once
12067,织田信长SR(召唤卡),1500,武将,召唤卡,,0,once
12068,木下秀吉SR(召唤卡),1500,武将,召唤卡,,0,once
12069,长尾景虎SR(召唤卡),1500,武将,召唤卡,,0,once
12070,明智光秀SR(召唤卡),1500,武将,召唤卡,,0,once
12071,石田三成SR(召唤卡),1500,武将,召唤卡,,0,once
12072,梵天丸SR(召唤卡),1500,武将,召唤卡,,0,once
12073,浓姬SR(召唤卡),1500,武将,召唤卡,,0,once
12074,毛利元就SR(召唤卡),1500,武将,召唤卡,,0,once
12075,今川义元SR(召唤卡),1500,武将,召唤卡,,0,once
12076,浅井长政SR(召唤卡),1500,武将,召唤卡,,0,once
12077,直江兼续SR(召唤卡),1500,武将,召唤卡,,0,once
12078,柴田胜家SR(召唤卡),1500,武将,召唤卡,,0,once
12079,阿江SR(召唤卡),1500,武将,召唤卡,,0,once
12080,姬若子R(召唤卡),750,武将,召唤卡,,0,once
12081,松平家康SR(召唤卡),1500,武将,召唤卡,,0,once
12082,黑田孝高SSR(召唤卡),10000,武将,召唤卡,,0,once
12083,暗·茶茶UR(召唤卡),60000,武将,召唤卡,,0,once
12084,光·立花訚千代UR(召唤卡),60000,武将,召唤卡,,0,once
12085,柔·阿市UR(召唤卡),60000,武将,召唤卡,,0,once
12086,暗·望月千代女UR(召唤卡),60000,武将,召唤卡,,0,once
12087,光·北条氏康UR(召唤卡),60000,武将,召唤卡,,0,once
12088,S2上杉谦信UR(召唤卡),60000,武将,召唤卡,,0,once
12089,S2直江兼续SSR+(召唤卡),20000,武将,召唤卡,,0,once
12090,S2长宗我部元亲UR(召唤卡),60000,武将,召唤卡,,0,once
12091,S2鹤姬UR(召唤卡),60000,武将,召唤卡,,0,once
12092,S2森兰丸SSR+(召唤卡),20000,武将,召唤卡,,0,once
12093,光·井伊直虎UR(召唤卡),60000,武将,召唤卡,,0,once
12094,前田利家SSR+(召唤卡),20000,武将,召唤卡,,0,once
12095,浓姬UR(召唤卡),60000,武将,召唤卡,,0,once
12096,岛津义久UR(召唤卡),60000,武将,召唤卡,,0,once
12097,宁宁UR(召唤卡),60000,武将,召唤卡,,0,once
12098,长宗我部元亲UR(召唤卡),60000,武将,召唤卡,,0,once
12099,鹤姬UR(召唤卡),60000,武将,召唤卡,,0,once
12100,竹中半兵卫SSR+(召唤卡),20000,武将,召唤卡,,0,once
12101,阿松UR(召唤卡),60000,武将,召唤卡,,0,once
12102,玉子UR(召唤卡),60000,武将,召唤卡,,0,once
12103,TW井伊直虎UR(召唤卡),60000,武将,召唤卡,,0,once
12104,TW鹤姬UR(召唤卡),60000,武将,召唤卡,,0,once
12105,TW玉子UR(召唤卡),60000,武将,召唤卡,,0,once
12106,TW竹中半兵卫SSR+(召唤卡),20000,武将,召唤卡,,0,once
12107,TW前田利家SSR+(召唤卡),20000,武将,召唤卡,,0,once
12108,S3织田信长UR(召唤卡),60000,武将,召唤卡,,0,once
12109,S3丰臣秀吉UR(召唤卡),60000,武将,召唤卡,,0,once
12110,S3德川家康SSR+(召唤卡),20000,武将,召唤卡,,0,once
12111,S3柴田胜家SSR+(召唤卡),20000,武将,召唤卡,,0,once
12112,S3明智光秀SSR(召唤卡),10000,武将,召唤卡,,0,once
12113,S4服部半藏UR(召唤卡),60000,武将,召唤卡,,0,once
12114,S4风魔小太郎UR(召唤卡),60000,武将,召唤卡,,0,once
12115,S4猿飞佐助SSR+(召唤卡),20000,武将,召唤卡,,0,once
12116,S4加藤段藏SSR+(召唤卡),20000,武将,召唤卡,,0,once
12117,S4石川五右卫门SSR(召唤卡),10000,武将,召唤卡,,0,once
12118,援·阿松SSR(召唤卡),10000,武将,召唤卡,,0,once
12119,援·宁宁SSR(召唤卡),10000,武将,召唤卡,,0,once
12120,援·阿初SSR(召唤卡),10000,武将,召唤卡,,0,once
12121,谋·织田信长SSR+(召唤卡),20000,武将,召唤卡,,0,once
12122,援·丰臣秀吉SSR+(召唤卡),20000,武将,召唤卡,,0,once
12123,勇·宫本武藏SSR(召唤卡),10000,武将,召唤卡,,0,once
12124,勇·伊达政宗SSR(召唤卡),10000,武将,召唤卡,,0,once
12125,勇·佐佐木小次郎SSR(召唤卡),10000,武将,召唤卡,,0,once
12126,谋·浓姬SSR(召唤卡),10000,武将,召唤卡,,0,once
12127,谋·上杉谦信SSR+(召唤卡),20000,武将,召唤卡,,0,once
12128,刚·北条氏康UR(召唤卡),60000,武将,召唤卡,,0,once
12129,刚·织田信长UR(召唤卡),60000,武将,召唤卡,,0,once
12130,坚·武田信玄SSR(召唤卡),10000,武将,召唤卡,,0,once
12131,坚·立花訚千代SSR(召唤卡),10000,武将,召唤卡,,0,once
12132,援·阿市SSR+(召唤卡),20000,武将,召唤卡,,0,once
12133,勇·真田幸村SSR+(召唤卡),20000,武将,召唤卡,,0,once
12134,谋·德川家康SSR+(召唤卡),20000,武将,召唤卡,,0,once
12135,谋·明智光秀SSR(召唤卡),10000,武将,召唤卡,,0,once
12136,援·毛利元就SSR(召唤卡),10000,武将,召唤卡,,0,once
12137,谋·石田三成SSR(召唤卡),10000,武将,召唤卡,,0,once
12138,勇·柴田胜家SSR(召唤卡),10000,武将,召唤卡,,0,once
12139,勇·浅井长政SSR(召唤卡),10000,武将,召唤卡,,0,once
12140,直江兼续R(召唤卡),10000,武将,召唤卡,,0,once
12141,柔·望月千代女UR(召唤卡),60000,武将,召唤卡,,0,once
12142,柔·玉子UR(召唤卡),60000,武将,召唤卡,,0,once
12143,勇·本多忠胜SSR+(召唤卡),20000,武将,召唤卡,,0,once
12144,援·阿国SSR+(召唤卡),20000,武将,召唤卡,,0,once
12145,勇·足利义辉SSR(召唤卡),10000,武将,召唤卡,,0,once
12146,谋·今川义元SSR(召唤卡),10000,武将,召唤卡,,0,once
12147,谋·茶茶SSR(召唤卡),10000,武将,召唤卡,,0,once
12148,坚·立花宗茂SSR(召唤卡),10000,武将,召唤卡,,0,once
12149,勇·森兰丸SSR(召唤卡),10000,武将,召唤卡,,0,once
12150,勇·望月千代女SSR(召唤卡),10000,武将,召唤卡,,0,once
12151,德寿丸SR(召唤卡),10000,武将,召唤卡,,0,once
12152,刚·德川家康UR(召唤卡),60000,武将,召唤卡,,0,once
12153,刚·真田幸村UR(召唤卡),60000,武将,召唤卡,,0,once
12154,柔·鹤姬UR(召唤卡),60000,武将,召唤卡,,0,once
12155,刚·长宗我部元亲UR(召唤卡),60000,武将,召唤卡,,0,once
12156,刚·伊达政宗UR(召唤卡),60000,武将,召唤卡,,0,once
12157,柔·茶茶UR(召唤卡),60000,武将,召唤卡,,0,once
12158,刚·上杉谦信UR(召唤卡),60000,武将,召唤卡,,0,once
12159,刚·丰臣秀吉UR(召唤卡),60000,武将,召唤卡,,0,once
12160,刚·武田信玄UR(召唤卡),60000,武将,召唤卡,,0,once
12161,刚·本多忠胜UR(召唤卡),60000,武将,召唤卡,,0,once
12162,柔·浓姬UR(召唤卡),60000,武将,召唤卡,,0,once
12163,柔·宁宁UR(召唤卡),60000,武将,召唤卡,,0,once
12164,柔·立花訚千代UR(召唤卡),60000,武将,召唤卡,,0,once
12165,柔·井伊直虎UR(召唤卡),60000,武将,召唤卡,,0,once
12166,柔·阿松UR(召唤卡),60000,武将,召唤卡,,0,once
12167,刚·岛津义久UR(召唤卡),60000,武将,召唤卡,,0,once
12168,勇·阿江SSR(召唤卡),10000,武将,召唤卡,,0,once
12169,勇·前田利家SSR+(召唤卡),20000,武将,召唤卡,,0,once
12170,谋·竹中半兵卫SSR+(召唤卡),20000,武将,召唤卡,,0,once
12171,谋·黑田官兵卫SSR+(召唤卡),20000,武将,召唤卡,,0,once
12172,S5绫姬UR(召唤卡),60000,武将,召唤卡,,0,once
12173,S5阿茶局UR(召唤卡),60000,武将,召唤卡,,0,once
12174,S5斋藤道三SSR+(召唤卡),20000,武将,召唤卡,,0,once
12175,S5佐竹义重SSR+(召唤卡),20000,武将,召唤卡,,0,once
12176,S5杂贺孙市SSR(召唤卡),10000,武将,召唤卡,,0,once
12177,S6丰臣秀赖UR(召唤卡),60000,武将,召唤卡,,0,once
12178,S6德川秀忠UR(召唤卡),60000,武将,召唤卡,,0,once
12179,S6千姬SSR+(召唤卡),20000,武将,召唤卡,,0,once
12180,S6阿江SSR+(召唤卡),20000,武将,召唤卡,,0,once
12181,S6德姬SSR(召唤卡),10000,武将,召唤卡,,0,once
12182,S7加藤清正UR(召唤卡),60000,武将,召唤卡,,0,once
12183,S7井伊直政UR(召唤卡),60000,武将,召唤卡,,0,once
12184,S7山本勘助SSR+(召唤卡),20000,武将,召唤卡,,0,once
12185,S7北条氏政SSR+(召唤卡),20000,武将,召唤卡,,0,once
12186,S7片仓小十郎SSR(召唤卡),10000,武将,召唤卡,,0,once
12187,S8尼子经久UR(召唤卡),60000,武将,召唤卡,,0,once
12188,S8宇喜多直家UR(召唤卡),60000,武将,召唤卡,,0,once
12189,S8阿福SSR+(召唤卡),20000,武将,召唤卡,,0,once
12190,S8妙玖SSR+(召唤卡),20000,武将,召唤卡,,0,once
12191,S8大内义兴SSR(召唤卡),10000,武将,召唤卡,,0,once
12192,S9柳生宗严UR(召唤卡),60000,武将,召唤卡,,0,once
12193,S9千利休UR(召唤卡),60000,武将,召唤卡,,0,once
12194,S9池坊专好SSR+(召唤卡),20000,武将,召唤卡,,0,once
12195,S9中小路SSR+(召唤卡),20000,武将,召唤卡,,0,once
12196,S9观世信光SSR(召唤卡),10000,武将,召唤卡,,0,once
12197,刚·毛利元就UR(召唤卡),60000,武将,召唤卡,,0,once
12198,柔·甲斐姬UR(召唤卡),60000,武将,召唤卡,,0,once
12199,S10足利义昭UR(召唤卡),60000,武将,召唤卡,,0,once
12200,S10三好长庆UR(召唤卡),60000,武将,召唤卡,,0,once
12201,S10朝仓义景SSR+(召唤卡),20000,武将,召唤卡,,0,once
12202,S11太原雪斋UR(召唤卡),60000,武将,召唤卡,,0,once
12203,S11陶晴贤UR(召唤卡),60000,武将,召唤卡,,0,once
12204,S11锅岛直茂SSR+(召唤卡),20000,武将,召唤卡,,0,once
12205,S12岛左近UR(召唤卡),60000,武将,召唤卡,,0,once
12206,S12松永久秀UR(召唤卡),60000,武将,召唤卡,,0,once
12207,S12本愿寺显如SSR+(召唤卡),20000,武将,召唤卡,,0,once
12208,S13一条兼定UR(召唤卡),60000,武将,召唤卡,,0,once
12209,S13大友宗麟UR(召唤卡),60000,武将,召唤卡,,0,once
12210,S13结城晴朝SSR+(召唤卡),20000,武将,召唤卡,,0,once
12211,刚·最上义光UR(召唤卡),60000,武将,召唤卡,,0,once
12212,刚·宇喜多秀家UR(召唤卡),60000,武将,召唤卡,,0,once
12213,S14爱姬UR(召唤卡),60000,武将,召唤卡,,0,once
12214,S14三条之方UR(召唤卡),60000,武将,召唤卡,,0,once
12215,S14濑名姬SSR+(召唤卡),20000,武将,召唤卡,,0,once
12216,S15泷川一益UR(召唤卡),60000,武将,召唤卡,,0,once
12217,S15大谷吉继UR(召唤卡),60000,武将,召唤卡,,0,once
12218,S15神原康政SSR+(召唤卡),20000,武将,召唤卡,,0,once
12219,S16龙造寺隆信UR(召唤卡),60000,武将,召唤卡,,0,once
12220,S16立花道雪UR(召唤卡),60000,武将,召唤卡,,0,once
12221,S16安芸国虎SSR+(召唤卡),20000,武将,召唤卡,,0,once
12222,援·阿松R(召唤卡),750,武将,召唤卡,,0,once
12223,勇·柴田胜家R(召唤卡),750,武将,召唤卡,,0,once
12224,勇·宫本武藏R(召唤卡),750,武将,召唤卡,,0,once
12225,援·毛利元就R(召唤卡),750,武将,召唤卡,,0,once
12226,援·宁宁R(召唤卡),750,武将,召唤卡,,0,once
12227,勇·浅井长政R(召唤卡),750,武将,召唤卡,,0,once
12228,谋·竹中半兵卫R(召唤卡),750,武将,召唤卡,,0,once
12229,勇·佐佐木小次郎R(召唤卡),750,武将,召唤卡,,0,once
12230,援·阿初SR(召唤卡),1500,武将,召唤卡,,0,once
12231,援·阿国SR(召唤卡),1500,武将,召唤卡,,0,once
12232,勇·阿江SR(召唤卡),1500,武将,召唤卡,,0,once
12233,援·阿市SR(召唤卡),1500,武将,召唤卡,,0,once
12234,勇·本多忠胜SR(召唤卡),1500,武将,召唤卡,,0,once
12235,谋·茶茶SR(召唤卡),1500,武将,召唤卡,,0,once
12236,谋·德川家康SR(召唤卡),1500,武将,召唤卡,,0,once
12237,援·丰臣秀吉SR(召唤卡),1500,武将,召唤卡,,0,once
12238,谋·黑田官兵卫SR(召唤卡),1500,武将,召唤卡,,0,once
12239,谋·今川义元SR(召唤卡),1500,武将,召唤卡,,0,once
12240,坚·立花訚千代SR(召唤卡),1500,武将,召唤卡,,0,once
12241,坚·立花宗茂SR(召唤卡),1500,武将,召唤卡,,0,once
12242,谋·明智光秀SR(召唤卡),1500,武将,召唤卡,,0,once
12243,谋·浓姬SR(召唤卡),1500,武将,召唤卡,,0,once
12244,勇·前田利家SR(召唤卡),1500,武将,召唤卡,,0,once
12245,勇·森兰丸SR(召唤卡),1500,武将,召唤卡,,0,once
12246,谋·上杉谦信SR(召唤卡),1500,武将,召唤卡,,0,once
12247,谋·石田三成SR(召唤卡),1500,武将,召唤卡,,0,once
12248,勇·望月千代女SR(召唤卡),1500,武将,召唤卡,,0,once
12249,坚·武田信玄SR(召唤卡),1500,武将,召唤卡,,0,once
12250,勇·伊达政宗SR(召唤卡),1500,武将,召唤卡,,0,once
12251,勇·真田幸村SR(召唤卡),1500,武将,召唤卡,,0,once
12252,谋·织田信长SR(召唤卡),1500,武将,召唤卡,,0,once
12253,勇·足利义辉SR(召唤卡),1500,武将,召唤卡,,0,once
12254,S17细川藤孝UR(召唤卡),60000,武将,召唤卡,,0,once
12255,S17结城秀康UR(召唤卡),60000,武将,召唤卡,,0,once
12256,S17筒井顺庆SSR+(召唤卡),20000,武将,召唤卡,,0,once
12257,S18吉川元春UR(召唤卡),60000,武将,召唤卡,,0,once
12258,S18大内义隆UR(召唤卡),60000,武将,召唤卡,,0,once
12259,S18山中幸盛SSR+(召唤卡),20000,武将,召唤卡,,0,once
12260,S19京极高次UR(召唤卡),60000,武将,召唤卡,,0,once
12261,S19六角义贤UR(召唤卡),60000,武将,召唤卡,,0,once
12262,S19波多野秀治SSR+(召唤卡),20000,武将,召唤卡,,0,once
12263,S20生驹吉乃UR(召唤卡),60000,武将,召唤卡,,0,once
12264,S20虎御前UR(召唤卡),60000,武将,召唤卡,,0,once
12265,S20朝日姬SSR+(召唤卡),20000,武将,召唤卡,,0,once
12266,S21上杉景胜UR(召唤卡),60000,武将,召唤卡,,0,once
12267,S21武田胜赖UR(召唤卡),60000,武将,召唤卡,,0,once
12268,S21北条纲成SSR+(召唤卡),20000,武将,召唤卡,,0,once
12269,S22小松姬UR(召唤卡),60000,武将,召唤卡,,0,once
12270,S22豪姬UR(召唤卡),60000,武将,召唤卡,,0,once
12271,S22见性院SSR+(召唤卡),20000,武将,召唤卡,,0,once
12272,S23岛津义弘UR(召唤卡),60000,武将,召唤卡,,0,once
12273,S23岛津家久UR(召唤卡),60000,武将,召唤卡,,0,once
12274,S23岛津岁久SSR+(召唤卡),20000,武将,召唤卡,,0,once
12275,S24直江兼续UR(召唤卡),60000,武将,召唤卡,,0,once
12276,S24小早川隆景UR(召唤卡),60000,武将,召唤卡,,0,once
12277,S24香宗我部亲泰SSR+(召唤卡),20000,武将,召唤卡,,0,once
12278,S25斋藤义龙UR(召唤卡),60000,武将,召唤卡,,0,once
12279,S25北畠具教UR(召唤卡),60000,武将,召唤卡,,0,once
12280,S25三好长逸SSR+(召唤卡),20000,武将,召唤卡,,0,once
12281,S26尼子晴久UR(召唤卡),60000,武将,召唤卡,,0,once
12282,S26毛利辉元UR(召唤卡),60000,武将,召唤卡,,0,once
12283,S26畠山高政SSR+(召唤卡),20000,武将,召唤卡,,0,once
12284,S27伊达辉宗UR(召唤卡),60000,武将,召唤卡,,0,once
12285,S27村上义清UR(召唤卡),60000,武将,召唤卡,,0,once
12286,S27上杉宪政SSR+(召唤卡),20000,武将,召唤卡,,0,once
12287,S28柿崎景家UR,60000,武将,召唤卡,,0,once
12288,S28宇佐美定满SSR+,20000,武将,召唤卡,,0,once
12289,S29佐久间盛政UR,60000,武将,召唤卡,,0,once
12290,S29佐久间信盛SSR+,20000,武将,召唤卡,,0,once
12291,联动-查理曼UR,60000,武将,召唤卡,,0,once
12292,S30明智光秀UR(召唤卡),60000,武将,召唤卡,,0,once
12293,S30丹羽长秀SSR+(召唤卡),20000,武将,召唤卡,,0,once
12294,联动-吕布UR(召唤卡),60000,武将,召唤卡,,0,once
12295,德川UR(召唤卡),60000,武将,召唤卡,,0,once
12296,S31京极龙子UR(召唤卡),60000,武将,召唤卡,,0,once
12297,S31三之丸殿SSR+(召唤卡),15000,武将,召唤卡,,0,once
12298,联动-柴田胜家UR(召唤卡),60000,武将,召唤卡,,0,once
12299,联动-望月千代女UR(召唤卡),60000,武将,召唤卡,,0,once
12300,S32酒井忠次UR(召唤卡),60000,武将,召唤卡,,0,
12302,联动-宫本武藏UR(召唤卡),60000,武将,召唤卡,,0,
12303,耀足利义辉UR(召唤卡),60000,武将,召唤卡,,0,
12304,S33前田庆次UR(召唤卡),60000,武将,召唤卡,,,
12305,S33前田美津SSR+(召唤卡),20000,武将,召唤卡,,,
13008,织田信长SSR+(碎片),500,武将,武将碎片,,0,once
13009,丰臣秀吉SSR+(碎片),500,武将,武将碎片,,0,once
13010,宫本武藏SSR(碎片),250,武将,武将碎片,,0,once
13011,望月千代女SR(碎片),100,武将,武将碎片,,0,once
13012,阿市SSR+(碎片),500,武将,武将碎片,,0,once
13013,阿松SSR(碎片),250,武将,武将碎片,,0,once
13014,立花訚千代SSR(碎片),250,武将,武将碎片,,0,once
13015,德川家康SSR+(碎片),500,武将,武将碎片,,0,once
13016,真田幸村SSR+(碎片),500,武将,武将碎片,,0,once
13017,真田昌幸SR(碎片),100,武将,武将碎片,,0,once
13018,上杉谦信SSR+(碎片),500,武将,武将碎片,,0,once
13019,宁宁SSR(碎片),250,武将,武将碎片,,0,once
13020,浓姬SSR(碎片),250,武将,武将碎片,,0,once
13021,伊达政宗SSR(碎片),250,武将,武将碎片,,0,once
13022,武田信玄SSR(碎片),250,武将,武将碎片,,0,once
13023,明智光秀SSR(碎片),250,武将,武将碎片,,0,once
13024,长宗我部元亲SR(碎片),100,武将,武将碎片,,0,once
13025,片仓小十郎R(碎片),70,武将,武将碎片,,0,once
13026,猿飞佐助R(碎片),70,武将,武将碎片,,0,once
13027,毛利元就SSR(碎片),250,武将,武将碎片,,0,once
13028,真田信幸SR(碎片),100,武将,武将碎片,,0,once
13029,茶茶SR(碎片),100,武将,武将碎片,,0,once
13030,阿初R(碎片),70,武将,武将碎片,,0,once
13031,阿江R(碎片),70,武将,武将碎片,,0,once
13032,石田三成SSR(碎片),250,武将,武将碎片,,0,once
13033,松永久秀R(碎片),70,武将,武将碎片,,0,once
13034,岛左近SR(碎片),100,武将,武将碎片,,0,once
13035,佐佐木小次郎SR(碎片),100,武将,武将碎片,,0,once
13036,立花宗茂SR(碎片),100,武将,武将碎片,,0,once
13037,本愿寺显如R(碎片),70,武将,武将碎片,,0,once
13038,本多忠胜SSR+(碎片),500,武将,武将碎片,,0,once
13039,柴田胜家SSR(碎片),250,武将,武将碎片,,0,once
13040,阿国SSR+(碎片),500,武将,武将碎片,,0,once
13041,森兰丸SR(碎片),100,武将,武将碎片,,0,once
13042,浅井长政SSR(碎片),250,武将,武将碎片,,0,once
13043,直江兼续SSR(碎片),250,武将,武将碎片,,0,once
13044,黑田官兵卫SR(碎片),100,武将,武将碎片,,0,once
13045,足利义辉SSR(碎片),250,武将,武将碎片,,0,once
13046,今川义元SSR(碎片),250,武将,武将碎片,,0,once
13047,小早川隆景SR(碎片),100,武将,武将碎片,,0,once
13048,前田庆次SSR(碎片),250,武将,武将碎片,,0,once
13049,竹中重治SSR(碎片),250,武将,武将碎片,,0,once
13050,暗·织田信长UR(碎片),1500,武将,武将碎片,,0,once
13051,光·本多忠胜UR(碎片),1500,武将,武将碎片,,0,once
13052,光·真田幸村UR(碎片),1500,武将,武将碎片,,0,once
13053,光·伊达政宗UR(碎片),1500,武将,武将碎片,,0,once
13054,S1佐佐木小次郎SSR(碎片),250,武将,武将碎片,,0,once
13055,S1足利义辉SSR(碎片),250,武将,武将碎片,,0,once
13056,S1宫本武藏SSR(碎片),250,武将,武将碎片,,0,once
13057,光·德川家康UR(碎片),1500,武将,武将碎片,,0,once
13058,光·丰臣秀吉UR(碎片),1500,武将,武将碎片,,0,once
13059,光·上杉谦信UR(碎片),1500,武将,武将碎片,,0,once
13060,光·武田信玄UR(碎片),1500,武将,武将碎片,,0,once
13061,茶茶SSR(碎片),250,武将,武将碎片,,0,once
13062,立花宗茂SSR(碎片),250,武将,武将碎片,,0,once
13063,森兰丸SSR(碎片),250,武将,武将碎片,,0,once
13064,望月千代女SSR(碎片),250,武将,武将碎片,,0,once
13065,小早川隆景SSR(碎片),250,武将,武将碎片,,0,once
13066,佐佐木小次郎SSR(碎片),250,武将,武将碎片,,0,once
13067,织田信长SR(碎片),100,武将,武将碎片,,0,once
13068,木下秀吉SR(碎片),100,武将,武将碎片,,0,once
13069,长尾景虎SR(碎片),100,武将,武将碎片,,0,once
13070,明智光秀SR(碎片),100,武将,武将碎片,,0,once
13071,石田三成SR(碎片),100,武将,武将碎片,,0,once
13072,梵天丸SR(碎片),100,武将,武将碎片,,0,once
13073,浓姬SR(碎片),100,武将,武将碎片,,0,once
13074,毛利元就SR(碎片),100,武将,武将碎片,,0,once
13075,今川义元SR(碎片),100,武将,武将碎片,,0,once
13076,浅井长政SR(碎片),100,武将,武将碎片,,0,once
13077,直江兼续SR(碎片),100,武将,武将碎片,,0,once
13078,柴田胜家SR(碎片),100,武将,武将碎片,,0,once
13079,阿江SR(碎片),100,武将,武将碎片,,0,once
13080,姬若子R(碎片),70,武将,武将碎片,,0,once
13081,松平家康SR(碎片),1500,武将,武将碎片,,0,once
13082,黑田孝高SSR(碎片),10000,武将,武将碎片,,0,once
13083,暗·茶茶UR(碎片),1500,武将,武将碎片,,0,once
13084,光·立花訚千代UR(碎片),1500,武将,武将碎片,,0,once
13085,柔·阿市UR(碎片),1500,武将,武将碎片,,0,once
13086,暗·望月千代女UR(碎片),1500,武将,武将碎片,,0,once
13087,光·北条氏康UR(碎片),1500,武将,武将碎片,,0,once
13088,S2上杉谦信UR(碎片),1500,武将,武将碎片,,0,once
13089,S2直江兼续SSR+(碎片),500,武将,武将碎片,,0,once
13090,S2长宗我部元亲UR(碎片),1500,武将,武将碎片,,0,once
13091,S2鹤姬UR(碎片),1500,武将,武将碎片,,0,once
13092,S2森兰丸SSR+(碎片),500,武将,武将碎片,,0,once
13093,光·井伊直虎UR(碎片),1500,武将,武将碎片,,0,once
13094,前田利家SSR+(碎片),500,武将,武将碎片,,0,once
13095,浓姬UR(碎片),1500,武将,武将碎片,,0,once
13096,岛津义久UR(碎片),1500,武将,武将碎片,,0,once
13097,宁宁UR(碎片),1500,武将,武将碎片,,0,once
13098,长宗我部元亲UR(碎片),1500,武将,武将碎片,,0,once
13099,鹤姬UR(碎片),1500,武将,武将碎片,,0,once
13100,竹中半兵卫SSR+(碎片),500,武将,武将碎片,,0,once
13101,阿松UR(碎片),1500,武将,武将碎片,,0,once
13102,玉子UR(碎片),1500,武将,武将碎片,,0,once
13103,TW井伊直虎UR(碎片),1500,武将,武将碎片,,0,once
13104,TW鹤姬UR(碎片),1500,武将,武将碎片,,0,once
13105,TW玉子UR(碎片),1500,武将,武将碎片,,0,once
13106,TW竹中半兵卫SSR+(碎片),500,武将,武将碎片,,0,once
13107,TW前田利家SSR+(碎片),500,武将,武将碎片,,0,once
13108,S3织田信长UR(碎片),1500,武将,武将碎片,,0,once
13109,S3丰臣秀吉UR(碎片),1500,武将,武将碎片,,0,once
13110,S3德川家康SSR+(碎片),500,武将,武将碎片,,0,once
13111,S3柴田胜家SSR+(碎片),500,武将,武将碎片,,0,once
13112,S3明智光秀SSR(碎片),250,武将,武将碎片,,0,once
13113,S4服部半藏UR(碎片),1500,武将,武将碎片,,0,once
13114,S4风魔小太郎UR(碎片),1500,武将,武将碎片,,0,once
13115,S4猿飞佐助SSR+(碎片),500,武将,武将碎片,,0,once
13116,S4加藤段藏SSR+(碎片),500,武将,武将碎片,,0,once
13117,S4石川五右卫门SSR(碎片),250,武将,武将碎片,,0,once
13118,援·阿松SSR(碎片),250,武将,武将碎片,,0,once
13119,援·宁宁SSR(碎片),250,武将,武将碎片,,0,once
13120,援·阿初SSR(碎片),250,武将,武将碎片,,0,once
13121,谋·织田信长SSR+(碎片),500,武将,武将碎片,,0,once
13122,援·丰臣秀吉SSR+(碎片),500,武将,武将碎片,,0,once
13123,勇·宫本武藏SSR(碎片),250,武将,武将碎片,,0,once
13124,勇·伊达政宗SSR(碎片),250,武将,武将碎片,,0,once
13125,勇·佐佐木小次郎SSR(碎片),250,武将,武将碎片,,0,once
13126,谋·浓姬SSR(碎片),250,武将,武将碎片,,0,once
13127,谋·上杉谦信SSR+(碎片),500,武将,武将碎片,,0,once
13128,刚·北条氏康UR(碎片),1500,武将,武将碎片,,0,once
13129,刚·织田信长UR(碎片),1500,武将,武将碎片,,0,once
13130,坚·武田信玄SSR(碎片),250,武将,武将碎片,,0,once
13131,坚·立花訚千代SSR(碎片),250,武将,武将碎片,,0,once
13132,援·阿市SSR+(碎片),500,武将,武将碎片,,0,once
13133,勇·真田幸村SSR+(碎片),500,武将,武将碎片,,0,once
13134,谋·德川家康SSR+(碎片),500,武将,武将碎片,,0,once
13135,谋·明智光秀SSR(碎片),250,武将,武将碎片,,0,once
13136,援·毛利元就SSR(碎片),250,武将,武将碎片,,0,once
13137,谋·石田三成SSR(碎片),250,武将,武将碎片,,0,once
13138,勇·柴田胜家SSR(碎片),250,武将,武将碎片,,0,once
13139,勇·浅井长政SSR(碎片),250,武将,武将碎片,,0,once
13140,直江兼续R(碎片),250,武将,武将碎片,,0,once
13141,柔·望月千代女UR(碎片),250,武将,武将碎片,,0,once
13142,柔·玉子UR(碎片),250,武将,武将碎片,,0,once
13143,勇·本多忠胜SSR+(碎片),500,武将,武将碎片,,0,once
13144,援·阿国SSR+(碎片),500,武将,武将碎片,,0,once
13145,勇·足利义辉SSR(碎片),250,武将,武将碎片,,0,once
13146,谋·今川义元SSR(碎片),250,武将,武将碎片,,0,once
13147,谋·茶茶SSR(碎片),250,武将,武将碎片,,0,once
13148,坚·立花宗茂SSR(碎片),250,武将,武将碎片,,0,once
13149,勇·森兰丸SSR(碎片),250,武将,武将碎片,,0,once
13150,勇·望月千代女SSR(碎片),250,武将,武将碎片,,0,once
13151,德寿丸SR(碎片),250,武将,武将碎片,,0,once
13152,刚·德川家康UR(碎片),1500,武将,武将碎片,,0,once
13153,刚·真田幸村UR(碎片),1500,武将,武将碎片,,0,once
